time,lambda_0,lambda_1
22.61715992,2.884825417,81.45408062
22.62546781,17.52580832,69.7800774
22.62567104,17.49700803,85.5172093
22.63720028,14.48840519,84.93491698
22.63988693,13.90476137,96.75274617
22.64678154,12.49730526,100.933465
22.64936084,12.03770962,112.1097569
22.65307202,11.40347955,120.4470488
22.65794377,10.62997572,125.7284869
22.66009136,10.3292783,136.6524422
22.66349261,24.49371006,128.0252737
22.66564247,23.60920314,138.8473303
22.66851912,22.47337977,147.3636247
22.671518,21.35555828,155.075575
22.67162513,21.34690315,170.7543029
22.67362845,20.64715798,180.2441109
22.7010117,13.12508708,122.3407928
22.70960019,11.51656515,119.8202309
22.71377887,10.8437443,126.6137793
22.71902642,10.06712929,130.4965651
22.7289477,8.778828131,123.9086232
22.74705157,6.974308016,103.7856523
22.74799953,6.925901287,117.9302321
22.75609433,6.330792795,117.0495256
22.76862351,5.565134146,108.2119405
22.91888864,2.907066457,26.10559807
22.94472134,2.869137644,33.58724767
22.96169938,2.861928291,41.35467625
23.13437306,2.770936389,22.14414512
23.17829299,2.781563087,28.11887586
23.20651731,2.792996817,34.14391046
23.21651055,2.813821378,44.86307612
23.2486643,2.807985127,41.95201375
23.25479294,2.830847557,53.6885196
23.26454809,2.845186819,61.05733237
23.33255052,2.795031627,35.38243345
23.41347214,2.778694966,27.01713461
23.42539919,2.800776316,38.34322419
23.425405,2.831964218,54.33928497
23.47557221,2.80222201,39.08639575
23.48999522,2.816760479,46.54332127
23.54013183,2.796665719,36.23731961
23.56467743,2.804229701,40.11693816
23.56686392,2.832495056,54.6140511
23.58744815,17.46365112,37.89998476
23.63044884,23.63175762,18.94940849
23.63598785,21.47170501,33.48591008
23.64137952,19.58765696,46.57331255
23.65666301,15.18056167,51.62247388
23.73361562,5.437407416,30.99961393
23.74247808,5.029775221,42.77547071
23.76818995,4.138672325,43.58557693
23.83280395,3.152248909,31.59281606
23.90806279,2.859398427,26.89822344
23.91292261,2.87914122,40.86933446
23.91432696,2.906365269,55.87565904
23.92955375,2.892768132,58.51738627
23.93823616,2.898933608,65.98528503
23.98411768,2.832131034,45.35774147
23.99617437,2.842675372,52.7091799
24.04551609,2.806801896,38.77994728
24.04588321,2.83747757,54.53272279
24.0728894,2.826219346,49.858933
24.07314213,2.856958669,65.63266678
24.09732761,2.841669339,58.37716606
24.10509574,2.857623395,66.69550864
24.11081909,2.875637107,76.02188581
24.12742405,2.867302484,71.95045767
24.18080539,2.812175767,44.01508884
24.26404358,2.781407253,28.3780371
24.32167318,2.781364244,28.3789587
24.32843733,2.806787964,41.4199523
24.35945506,17.43775514,24.61323638
24.60464188,17.5086252,5.170551582
24.7625791,18.02709145,5.03250285
24.89191498,3.917873426,20.99675651
24.94783117,3.153295013,26.22401601
24.9813272,2.980623373,31.85833829
24.99228731,2.963617641,42.57026468
24.99864248,2.967615323,54.08518737
25.03173028,2.8865747,46.32222328
25.07566341,2.829588215,38.15906991
25.08613311,2.843055194,47.89330032
25.10169594,2.845549071,52.41876121
25.12899601,2.830547486,48.46523726
25.13133815,2.857404719,62.47580904
25.13409633,2.882070975,75.3907155
25.14115277,2.894007195,82.12484958
25.14436188,2.915364391,93.32986618
25.18196086,2.851621064,62.6382779
25.189384,17.49943907,54.71629464
25.20084941,14.50531019,60.52729294
25.2072192,13.12869166,69.88461409
25.25359576,6.877653987,46.66000022
25.25589629,6.722596194,60.78629538
25.64621785,2.768567721,21.01656573
25.67652561,2.784845318,29.73331086
25.74983982,2.778275119,26.7032451
25.76991598,2.795407241,35.52390104
25.96215698,17.40082988,5.678043739
26.27039983,2.79777092,20.99529024
26.27604055,2.822349678,35.28814287
26.30167947,2.818803579,39.13493079
26.31061976,2.836400386,49.54489496
26.31098086,2.866871572,65.22424826
26.34571888,2.832400153,51.060473
26.36948162,2.827035123,49.63465685
26.37513647,2.848468845,60.86089898
26.64783118,2.767427038,21.23294091
26.66311184,2.790280814,32.95667849
26.74261558,17.41067334,10.72689715
26.79537592,22.50819438,7.02076735
26.80048795,35.25035984,6.854865994
26.81218587,43.13145008,6.497745999
26.84780947,37.2108311,5.762523498
26.84951479,50.71863546,5.767834704
26.92407896,28.1997153,5.199196
26.93437057,23.49383936,21.16094406
26.96640217,13.70561419,29.51321878
26.96712517,13.57932531,45.16115394
27.05278099,4.722074598,28.23612814
27.14979812,17.68489876,8.363852654
27.87678143,2.766951889,20.99385382
27.88215504,17.42757697,19.39456758
27.89432621,14.28444966,32.28309284
27.89615658,13.90052194,47.30210762
27.89908816,13.29592962,60.89276693
27.91355383,10.67417025,62.84965476
27.92316085,9.317657971,68.73588519
27.93341987,8.127912003,72.91171197
27.93679647,7.806987408,84.47646739
27.94387118,7.169084906,89.98949491
27.94576595,7.035420818,102.8287565
27.95731515,6.179817802,98.65045722
27.99599002,4.356026283,64.20666442
28.01427163,3.891024721,62.07316583
28.02228199,3.751201544,69.62350285
28.05132009,3.335061709,57.15229037
28.07394891,3.14809985,54.16592055
28.08115136,3.12397659,63.56920866
28.11485184,2.964808992,50.84739169
28.11821607,2.981099292,63.86359487
28.11900515,3.008453133,78.94176774
28.13326008,2.972001702,76.59821381
28.15894504,2.908289411,63.83315404
28.20187203,2.840063805,45.92876681
28.22151406,2.837371245,48.63046172
28.22651285,2.858898312,60.4787874
28.22755161,2.887561697,75.33789706
28.24015104,2.884941489,75.66897587
28.24149305,2.912185832,89.79719783
28.27529803,17.4892889,48.15568239
28.2793879,16.3617222,60.76563762
28.28326901,15.37524836,72.60020773
28.29680179,12.40935595,72.56928764
28.33529404,7.246644827,52.28697927
28.38143,4.559740898,39.78985942
28.38216159,4.564442477,55.28437713
28.38901479,4.361408654,64.8428295
28.39328927,4.259402063,75.93891111
28.39614393,4.20604374,88.00181713
28.39632161,4.232023806,103.70731
28.40086805,4.133167123,111.1273452
28.40381536,4.084370719,121.0519261
28.406843,4.036326757,130.232774
28.41016821,3.983841833,138.1747247
28.41211929,3.967272617,149.0778135
28.4121999,3.996484121,164.8456341
28.42081239,3.828192177,155.5520665
28.42092763,3.856872604,171.2053866
28.42512304,3.797835277,173.8279161
28.43204613,3.69169932,167.9970306
28.43422185,3.682189244,177.0560936
28.44468421,3.534691705,160.569761
28.44542776,3.55409399,174.2732455
28.44634004,3.570493764,187.2126094
28.45780073,3.430698788,165.8865727
28.46307427,3.392330352,165.7812839
28.46846154,3.356460124,165.3577896
28.47402506,3.322292664,164.4708787
28.47412343,3.352335394,180.1573963
28.47500695,3.372731231,193.0893115
28.47564987,3.39578856,206.6861274
28.48142501,3.354985558,200.6850597
28.48400257,3.355067524,206.8525069
28.48753094,3.344065748,209.0988145
28.48865128,3.361782288,220.5762481
28.49088879,3.365580229,227.1415064
28.49514794,3.345346416,225.001834
28.50445613,3.272994205,203.6306895
28.50523495,3.295886164,216.5605548
28.50547034,3.324450786,231.5668105
28.51052799,3.299010031,225.7692335
28.5132493,3.300368633,230.0743368
28.51670293,3.293880874,231.0522004
28.53183514,3.179326893,188.0197093
28.53563817,3.178034728,190.6148396
28.53643626,3.20222654,203.6754453
28.53902687,3.209868256,209.6433973
28.54433176,3.193337305,205.0426327
28.54453931,3.222637286,220.2139025
28.55240109,17.81560097,188.9310599
28.55454934,17.21261235,197.1955086
28.5563769,16.72421439,206.2970801
28.5583808,16.20586619,214.388724
28.57072356,27.92313453,168.6154993
28.57121999,42.3380983,167.0300703
28.57660351,52.9594309,150.5210591
28.57707885,52.51542776,165.1440695
28.57728666,52.34016077,180.4797792
28.58266148,47.31566412,178.5941593
28.59375625,53.10802686,144.0786436
28.59876628,48.33652161,146.8176684
28.6039159,43.90494411,148.9378573
28.6210244,46.63904665,107.25794
28.62780249,41.10441097,110.2933766
28.63166461,38.2834866,118.4659178
28.63169298,52.92713055,118.4326467
28.64053565,44.82243131,116.0444546
28.64258492,43.16355893,127.5849532
28.64268346,43.11515529,143.3435177
28.65949879,31.61415405,119.8313618
28.6624617,29.98378401,129.2239409
28.66432284,29.01937898,140.6847069
28.66443971,28.98920955,156.3678435
28.6718744,40.02565051,135.4840356
28.67284049,39.34325453,148.9868714
28.6796939,49.31803379,130.5740156
28.68437232,45.18830107,135.3566023
28.68473363,59.54644131,134.4490564
28.69658021,47.59314644,123.1398046
28.69748925,46.81617423,137.0111805
28.70608579,39.88430947,132.1573215
28.71363027,49.34518817,114.378246
28.74156868,44.05610324,67.5833326
28.75218543,36.18245369,71.60951781
28.75234925,36.10424317,87.39155098
28.75297843,50.35078544,86.39227872
28.75417192,49.2588766,100.4722575
28.78472565,42.65078266,56.84751438
28.79171116,37.47746576,66.08627158
28.83971283,30.70146548,28.41604645
28.84022937,45.07785221,28.20640908
28.8647631,28.68933978,35.20484741
28.97289727,20.38463395,8.499742374
29.01239406,25.4099231,6.616202952
29.03116717,32.9760694,6.139464896
29.08174455,28.39662106,5.441585091
29.10151837,34.67853639,5.326441755
29.13798191,32.80429958,5.185363688
29.14031076,31.46710512,21.1765875
29.14086565,45.81381747,21.02907197
29.14648528,55.89813409,19.35551092
29.14824757,68.72083043,18.88922701
29.14833671,83.26709877,18.89555968
29.16397227,61.67249244,31.16236363
29.18788518,53.93221267,21.24583099
29.31577268,21.36619779,6.284179516
29.31837009,35.08689334,6.249947645
29.32615115,30.45575092,22.06886898
29.32680179,44.76117626,21.87919846
29.33217485,55.14306583,20.18986316
29.33474072,67.18531223,19.46080381
29.33582297,80.46908672,19.18211446
29.33640947,94.22641409,19.04774438
29.34307027,97.4791381,17.32597859
29.39036976,39.55533257,25.782331
29.39934054,48.17183339,22.39909416
29.42424926,45.008286,15.60106298
29.42479148,59.21614989,15.51774078
29.45512946,33.55522266,26.73054042
29.48641065,33.88574457,16.65252267
29.49986763,41.19928739,13.9326008
29.56053971,14.19726238,23.65018634
29.90883086,17.4103687,5.042603328
30.04369294,3.755883978,20.9971333
30.12635266,17.59484577,8.088614523
30.13475697,29.95966464,7.64088934
30.1410193,26.78604376,23.32922238
30.15309712,21.65615398,35.39448432
30.16204468,18.58717909,46.41318791
30.17041735,30.80694694,40.05808294
30.17702394,27.36364101,51.71796595
30.19373118,20.39928815,54.44594418
30.19619325,19.58177162,68.06976957
30.20227158,17.68463774,76.84954351
30.35925926,18.04674306,8.135879117
30.48932089,18.53535512,5.2580769
30.60591248,18.93397497,5.050654247
30.77926754,3.272448589,20.99562285
30.89101242,2.824373149,22.70608463
30.93647101,2.802647489,28.12933579
30.94301577,2.825635175,41.29078047
31.13236607,2.768981761,21.81646096
31.14382883,2.793368717,34.36988922
31.15836947,2.810024205,42.95696097
31.18310911,2.812229917,44.13981534
31.18788473,2.836458533,56.57384279
31.21357135,2.827194863,51.85198004
31.22880646,2.834371468,55.54431463
31.23171885,2.859986503,68.68391701
31.24974757,2.853572299,65.40333857
31.27771345,2.834292217,55.52381768
31.2853354,2.851554803,64.379396
31.29172672,2.868854294,73.25343665
31.30199801,2.875332204,76.57761601
31.30252938,2.905052122,91.82083645
31.30734178,2.92071213,99.8534252
31.31254139,2.933639228,106.484308
31.32446924,2.92283524,100.9443008
31.32943612,2.93633929,107.870886
31.35066158,2.898148769,88.28472311
31.355003,2.915838174,97.35773225
31.35654703,17.57416651,94.5801615
31.35824926,17.10869535,107.5814966
31.36313464,15.80197256,114.0319784
31.3761629,12.83598323,105.0203095
31.41678096,21.88212784,49.4176063
31.42658172,18.50526245,57.51011315
31.43983623,14.86431919,61.28096179
31.52626307,4.920299358,30.98727895
31.53554493,19.21398633,26.61443463
31.55266972,29.09903757,20.37548319
31.68325967,4.702072635,22.12289578
31.69584414,4.29573415,34.31139915
31.72136984,18.33583634,22.62096949
31.7235892,32.32233955,21.88674805
31.72737469,30.19623608,36.65494777
31.72793023,44.55662433,36.33620253
31.72975026,57.72549227,35.24691917
31.73683303,65.12626999,31.28219635
31.73712516,64.79400257,47.12898748
31.73998692,61.3730215,60.78503412
31.74507012,55.73592674,71.39180954
31.75095723,49.88013897,80.0166143
31.75247208,48.50441626,93.7776672
31.76550216,52.66833617,73.44068669
31.80546736,25.21872249,51.77038086
31.80918341,38.27215498,48.45103969
31.81254813,50.62324457,45.65392684
31.8164786,47.03419447,58.5800081
31.83420259,33.84399804,58.58654516
31.87627554,16.17712385,44.09662365
31.89935392,11.23897405,45.64008811
31.90208441,10.8182607,59.47986018
31.90272058,10.74727063,74.79094203
31.91117925,9.531573516,79.92784894
31.93184151,7.262382903,70.5626541
31.94050799,6.573211603,76.12800657
31.9598447,5.373624138,69.31322463
31.9786934,4.576352506,65.11264675
31.98688201,4.329497719,72.03076325
31.9873406,4.346142768,87.41867484
31.993548,4.189323253,93.79544271
32.01726388,3.671517686,76.25589158
32.02055327,3.643132294,87.71854215
32.02091612,3.667766799,103.1203271
32.02518084,3.622762307,111.0976387
32.03197416,3.541270898,113.6180718
32.03611352,3.508465212,120.9874894
32.04265202,3.444940845,122.7688892
32.05573726,3.312836542,111.649746
32.06213556,3.274714203,114.8385417
32.06679266,3.257976298,121.0693425
32.07786856,3.185406021,114.0052673
32.10516208,3.027447625,84.14819537
32.11339394,3.014363683,88.13262676
32.11381077,3.04324606,103.4423383
32.12464159,3.014553089,100.2683515
32.12713522,3.032184882,111.6332357
32.12981404,3.047916343,122.0701772
32.13043089,3.075284266,136.6346213
32.13219588,3.094703286,148.0687299
32.13893375,3.080644653,146.0309259
32.1467286,3.062053513,141.6717863
32.1508866,3.06721117,146.7653661
32.15834319,3.05248443,143.1236632
32.1651999,3.043091252,141.422702
32.16792286,3.057996718,150.1915293
32.17341786,3.055653863,151.0798429
32.17660734,3.067079953,158.0520073
32.17672746,3.097480394,173.6846852
32.17914855,3.111577491,181.7109224
32.18393109,3.108490388,181.5909666
32.18949219,3.100451149,179.002317
32.19582552,3.088257046,174.3000116
32.20103497,3.084573595,173.5479469
32.21647475,17.6557063,128.7994239
32.21893321,16.97104468,138.8591924
32.22071412,16.50412642,150.1749879
32.22550115,29.91087348,136.9509903
32.2258019,29.77910166,152.1595896
32.22594597,29.73248942,167.7361087
32.23983425,37.84889175,128.2980346
32.25091514,30.90034906,119.7877621
32.25356489,29.47782209,129.8625872
32.25522483,28.63578902,141.7850952
32.26068276,25.98861647,143.6392187
32.26162786,25.58441456,157.0430968
32.26569945,23.82874143,161.1521021
32.27809088,19.22989294,142.8743382
32.29219939,15.20592531,124.9757221
32.3116654,11.21570511,102.2836055
32.31179014,11.22577072,118.0411213
32.31524515,10.69011487,126.493261
32.32281467,9.603818419,125.424013
32.32331877,9.5661173,140.2158629
32.33434349,8.245734202,129.4583712
32.34382578,7.32509141,123.9573363
32.34507665,7.242897356,137.018027
32.35083101,6.784113684,138.6654157
32.3525062,6.681920851,150.2610518
32.35858025,6.261704957,149.6435575
32.36702307,5.745073248,143.1693028
32.36978784,5.614383924,151.7361772
32.37363682,5.432297764,156.8637974
32.37513542,5.383871772,168.3794458
32.37601338,5.368974164,181.5355033
32.37663418,5.367677223,195.3570235
32.38082536,5.187248775,196.0505442
32.38472696,5.034421719,197.7087604
32.38838373,4.903503595,200.1175073
32.38857659,4.926353424,215.3662381
32.38990851,4.89996529,225.8361961
32.39116742,4.877349644,236.3451064
32.39265201,4.84589209,245.5768106
32.41557969,4.100971592,173.0897431
32.41811714,4.064612001,180.7718245
32.42179195,4.001643759,184.3160746
32.42987196,3.843944116,173.5577973
32.43075253,3.855793568,186.6150763
32.43397368,3.817107428,191.2833394
32.43943378,3.736435644,188.0115087
32.44639132,3.637638837,180.2368936
32.46113531,3.438510692,151.483468
32.46160336,3.463158314,166.1185179
32.46602174,3.432832578,168.4912152
32.46760691,3.442274713,179.3890221
32.47415475,3.386748234,173.9829641
32.47609916,3.393113443,183.5373606
32.47910666,3.385934104,189.1145084
32.48043893,3.400033956,200.2732786
32.48353948,3.391287641,204.5315576
32.48779974,3.368941224,204.2340219
32.48867327,3.38917046,216.7833283
32.49084201,3.392629804,223.7933285
32.49188018,3.410326826,235.2970902
32.49237673,3.434856216,249.0212071
32.49278335,3.460389367,263.0446827
32.49738535,3.427866222,256.3538615
32.5021132,3.396616015,249.6750624
32.50341964,3.410767473,259.3645813
32.50468341,3.425115359,269.0157587
32.5056689,3.44285661,279.8628387
32.50927702,3.424823047,276.7263219
32.51054293,3.438791453,285.9328665
32.5144044,3.417734999,281.0526962
32.52072307,3.367969046,264.2805305
32.53123541,3.279285656,231.1156389
32.53325478,3.288966387,238.1650304
32.53444724,3.307124203,248.6698347
32.53664399,3.31375975,254.1956357
32.53782775,3.331431443,264.3649768
32.54021465,3.334858273,268.273939
32.54229256,3.341666104,273.55667
32.5442044,3.350130623,279.4814891
32.55125613,3.300509827,259.3750974
32.55183687,3.325183712,272.437567
32.55375587,3.334185281,278.3674877
32.56082314,3.286500503,258.3338822
32.57169863,3.210034915,224.8108394
32.57538302,3.207537906,225.195348
32.57768327,3.217520426,231.2944126
32.57784314,3.247177976,246.5719529
32.58871773,3.178406558,215.3516268
32.5893201,3.204301194,228.8325292
32.5935013,3.197907995,226.8754555
32.5955058,3.210942032,234.1561288
32.59662903,3.231581438,245.0653983
32.5973885,3.255302394,257.4463382
32.59798631,3.280322953,270.4458728
32.59830476,3.308061063,284.7605274
32.60372105,3.280500234,272.0382792
32.60484632,3.299572842,282.0954291
32.60811084,3.295131997,280.581248
32.6087397,3.319336045,293.1367736
32.60905712,3.346838382,307.3132509
32.61170636,3.346498195,307.7118058
32.61754028,3.310432735,290.373852
32.61938159,3.320849758,296.0555034
32.62028645,3.341551733,306.8353966
32.62484873,3.319917259,296.5127875
32.63107635,3.282701944,278.3735224
32.63954664,3.228663741,251.771708
32.6472341,3.189612461,232.6025974
32.65004078,3.19603285,236.178041
32.65256103,3.204602722,240.8139491
32.65438835,3.218972628,248.3511097
32.65734485,3.222423413,250.3784914
32.65921537,3.235748496,257.368058
32.65955604,3.263548912,271.6543501
32.66624973,3.228611307,254.2418561
